lg_country_code,report_date,sessions,transactions,successful_orders,gmv_eur,healthy_ns,total_availability_sessions
my,2026-03-08,856590,180161,199003,1372301.61,735257,788264
sg,2026-04-29,249670,75024,69752,1360296.81,231892,232787
mm,2026-04-29,140122,34853,38030,262151.92,114685,127742
hk,2025-11-09,402018,114971,100730,2095070.87,365937,379160
ph,2025-12-02,1274116,345023,378461,2358003.75,1101598,1168894
my,2026-06-17,1026465,232527,258921,1670088.1,900977,949046
t3,2026-01-31,1972185,607939,375269,3747828.53,1798844,1860868
ph,2025-07-06,1279673,322806,367350,2485364.47,1069078,1148059
t3,2025-07-06,1835394,566289,365330,3660891.92,1567036,1679444
cz,2026-02-12,143218,43755,43194,810197.63,119022,126335
hu,2026-01-16,152196,44350,37535,701941.39,119385,138738
bd,2026-03-30,306897,69972,76092,330912.47,245262,275564
se,2026-05-21,164567,48427,42645,1241535.98,134453,152189
my,2026-05-21,1032485,224485,258826,1671978.74,924529,948587
ph,2025-12-30,1293720,333039,367490,2525569.4,1089121,1195631
kh,2025-07-09,135781,26372,28890,160736.23,115743,119157
at,2026-06-28,139389,50259,40296,1248613.09,112570,129917
no,2025-11-23,125763,34995,33029,1181282.27,108719,116946
hu,2026-06-14,133877,42495,38820,831898.8,97707,122213
my,2026-04-11,965592,230526,270198,1705655.58,860159,906080
kh,2026-01-17,105969,27534,29917,196194.91,95583,98910
hk,2026-01-17,341579,94497,82130,1698614.81,322275,329062
hu,2025-12-18,140732,47124,41997,779801.65,116443,126718
mm,2026-01-03,111458,28865,31828,199222.74,96530,100984
se,2026-04-23,160810,47630,43605,1265572.9,127991,141312
hk,2025-11-26,295073,78768,61420,1209498.13,271655,278570
bd,2025-09-25,285327,65075,71428,308951.41,226234,256435
at,2026-06-25,96440,33983,28962,872137.68,77748,88223
mm,2026-02-21,129899,33372,36942,234555.1,112831,118789
pk,2025-12-07,1007357,284754,279538,1241800.61,885174,922419
ph,2025-11-11,1257542,318746,354103,2269622.95,1069447,1154390
pk,2025-08-17,1006677,240203,251328,1047750.14,823692,870181
la,2026-03-03,33670,9473,10355,43969.58,27621,30996
pk,2025-07-22,913027,212871,215251,861122.62,746764,796790
se,2025-07-22,144560,39199,32460,946676.33,103341,123667
pk,2026-05-19,1076378,282151,275801,1259714.95,938722,972308
my,2025-11-25,998409,209928,232937,1424231.71,868940,908445
ph,2025-08-02,1291156,344874,383883,2593807.1,1061057,1164622
tw,2026-01-01,1651836,469387,513501,4390436.7,1496882,1592644
mm,2025-12-31,141243,33426,37485,260940.44,122100,130337
bd,2025-12-06,273021,66069,69225,304569.01,224036,248539
cz,2025-12-06,144507,45152,43619,888327.38,118393,128672
no,2026-06-27,92461,25145,23653,946629.9,79085,87701
tw,2025-08-06,1406972,418592,452903,3777809.99,1248561,1282704
kh,2025-08-06,136649,26349,28565,161963.63,114298,118183
hk,2026-03-14,359360,90173,84966,1779824.87,328014,337972
mm,2026-06-23,133545,32715,35826,248504.03,47735,51989
sg,2026-06-23,236037,69763,64632,1289591.12,110169,110771
hk,2025-11-14,320401,83934,65031,1337445.84,292471,300148
t3,2026-03-28,2186065,658581,383573,4162168.14,2015310,2083177
pk,2026-02-07,1015866,269643,266773,1210407.28,828164,915169
kh,2025-10-07,144957,25402,27886,158142.91,119313,123509
hk,2025-10-07,390826,102650,89671,1851011.21,350668,371196
pk,2026-02-08,1037574,275434,273954,1246928.1,830128,940106
t3,2025-07-10,1803990,580101,376974,3437907.07,1557811,1636508
se,2025-12-20,195203,64348,53273,1661759.75,162305,179454
tw,2026-03-29,1502534,473068,516664,4309586.94,1378972,1405219
mm,2026-05-17,132541,33832,37077,262349.02,112631,120125
se,2026-05-17,197448,60754,52808,1543052.34,154539,184654
tw,2026-05-17,1446322,471140,512827,4319706.94,1351351,1371820
tw,2026-04-21,1164498,391760,422858,3283436.86,1097176,1108436
my,2026-01-12,786242,190034,212839,1277057.17,714180,734914
mm,2025-11-13,123205,31211,34928,209898.42,103541,109160
bd,2026-05-03,311400,69125,73705,341342.98,246650,282541
mm,2025-11-27,119666,29181,32237,196551.18,103436,108333
la,2026-06-10,36066,10611,11692,50915.14,29353,33974
kh,2025-07-23,140208,27114,29315,162007.28,119824,123849
at,2025-09-11,95163,33396,28268,827228.56,77628,82979
hk,2025-12-08,308732,85209,68068,1320024.93,285934,293074
hu,2025-08-19,116653,35182,31327,564675.09,88273,97274
hk,2025-08-19,328075,79554,64716,1257133.92,291491,304535
se,2025-11-02,227513,69421,57742,1684132.11,164519,198152
ph,2026-01-13,1091168,301362,328092,2045239.85,971814,1022644
ph,2026-04-08,1281883,342856,379089,2352887.24,1117143,1180323
my,2025-10-09,993976,212922,235159,1390088.51,864169,896256
bd,2026-05-01,350706,75700,81407,411935.82,264723,320276
t3,2025-09-28,1849935,603033,379553,3849901.5,1669852,1765969
mm,2025-11-01,145638,29472,32622,205133.7,114185,131020
ph,2025-11-01,1362398,343878,386606,2637493.48,1077525,1249535
se,2025-12-22,165922,49280,40704,1241238.05,126876,151453
kh,2026-06-22,101461,24595,26435,151840.76,85101,87015
sg,2025-10-08,213508,62763,60916,1167164.23,194843,195671
sg,2026-01-25,260529,82555,83100,1753059.21,245598,246132
hu,2025-07-11,135715,40607,37821,668810.83,105504,111736
no,2025-07-29,75593,16236,15129,550767.66,61474,66717
tw,2026-03-24,1270473,389279,420848,3264848.4,1179825,1191253
bd,2025-09-17,276659,62831,68687,278371.18,220675,246869
hu,2025-12-25,62298,7491,6140,127598.85,26477,57899
sg,2026-04-05,315310,92917,92611,1933840.65,289832,294521
hu,2025-11-04,119121,36491,32877,588191.21,99005,106321
kh,2025-09-03,145892,26891,29180,169312.87,122899,128407
la,2026-02-03,30763,9221,10121,40980.63,26843,28671
sg,2026-05-26,259037,73382,70607,1389224.8,234681,239992
my,2025-10-22,1085230,224010,242434,1491035.88,895930,980344
no,2025-11-18,73266,16868,16122,562706.45,62929,66579
sg,2026-04-06,248518,72391,67118,1291533.55,225542,230231
la,2026-02-04,30855,9351,10284,41916.62,26897,28469
tw,2026-02-04,1244433,408594,439210,3425737.48,1171113,1188220
t3,2025-12-10,1737853,574893,353237,3378161.66,1600997,1661695
hu,2026-03-11,128864,38201,36424,668731.68,109335,115306
tw,2025-08-09,1534016,475881,516469,4575492.63,1379737,1411828
at,2025-08-20,90887,31873,26762,784646.42,72269,78443
at,2026-01-23,117860,41878,35559,1113171.54,100601,106531
mm,2025-10-21,122091,29692,33700,196538.98,104071,110732
hu,2025-10-25,104614,30932,27158,526560.25,86557,93683
no,2026-03-10,68030,15573,15038,570731.06,46776,49859
pk,2026-05-24,1162980,300563,299498,1492102.49,1014189,1044811
se,2026-06-20,235616,65965,55121,1744564.49,161539,220052
hu,2026-06-20,119002,38646,35160,778045.02,92462,106041
my,2026-06-06,1062456,244764,276485,1831764.54,906727,965424
hu,2026-03-22,119293,34546,32476,617098.27,91478,106844
at,2025-09-19,96773,35829,30095,906662.16,79847,85515
t3,2025-09-04,1838378,602321,384405,3652297.11,1661687,1734403
hu,2025-10-10,149889,47119,41649,777498.64,121478,134720
cz,2026-04-30,129568,38793,38376,730642.09,106960,115333
la,2026-02-01,34301,10243,11372,48748.94,28773,31839
la,2026-01-21,30929,9407,10423,42528.35,26824,28964
mm,2026-01-21,122110,30629,33771,203719.57,108412,112947
at,2025-09-18,91516,33472,28220,827574.33,74734,79950
hu,2026-04-19,119069,38043,35326,738809.17,93358,108695
t3,2026-03-23,2006786,621921,364066,3688435.29,1829525,1918869
my,2026-03-23,1047469,185841,200621,1551583.28,771953,953533
bd,2026-05-22,322300,75401,81687,392728.37,254708,290318
bd,2026-02-02,254678,60444,65873,291705.21,216795,234412
mm,2026-06-03,134211,32866,35713,246671.87,106724,123773
hk,2026-06-03,322784,84751,67525,1364707.62,298595,303848
at,2025-10-27,95611,32317,27706,824601.42,71392,77272
kh,2025-07-19,136666,26766,29324,178546.68,115238,119808
my,2026-01-06,895729,211920,237863,1471248.28,807237,832094
no,2026-01-06,67295,14539,14543,521940.29,57751,61798
no,2025-12-01,78020,17327,16544,588759.45,67202,71467
pk,2025-12-29,924964,241341,237117,1036117.94,781645,824595
ph,2025-12-29,1279090,339800,375097,2514176.38,1056296,1172434
kh,2026-06-04,120081,25126,27107,159656.73,106987,109971
my,2026-02-13,943790,220917,247427,1695441.65,829973,880446
no,2025-07-18,70216,17274,16279,595237.09,56631,60658
no,2025-12-15,77840,18616,18637,654646.66,67010,71664
hk,2025-12-15,297197,77975,61732,1199652.4,274707,280982
sg,2025-11-08,276794,82488,82868,1692440.41,256964,257692
my,2026-01-07,887698,212499,236009,1503863.2,799586,826653
se,2026-03-21,218252,60554,54056,1715101.4,177544,198921
mm,2025-12-28,117834,27392,30206,191217.62,97132,107538
pk,2026-06-19,1159401,284476,278655,1360396.96,984091,1035347
sg,2025-11-07,239211,71546,69289,1368345.6,219707,220262
hk,2025-08-24,392886,104488,94412,1972420.65,355275,369239
cz,2025-10-01,119574,36388,36510,638340.53,94612,102147
hu,2025-07-07,125283,35931,32973,575527.6,92160,102596
hu,2026-02-25,125535,38096,35220,625175.73,108078,114250
se,2025-11-22,219866,69229,57114,1776667.92,179941,201727
at,2026-05-23,91316,30457,25481,816704.12,77282,82408
se,2026-06-01,158060,42143,37404,1103907.14,117786,147760
tw,2025-10-29,1337359,393744,424420,3362852.45,1213704,1243612
bd,2025-08-13,287908,47538,67920,287902.41,207746,236826
tw,2026-05-09,1418847,457576,499603,4261569.1,1324825,1355309
hk,2026-01-18,381351,108404,96821,2016412.33,357154,366329
tw,2026-01-30,1281929,435072,471314,3686109.25,1211198,1223630
se,2025-08-27,181997,48135,40891,1171879.85,138503,158505
ph,2025-11-09,1327023,259308,284874,1936247.87,837823,1219645
at,2025-12-02,113039,38913,32754,995867.39,93906,100531
mm,2026-06-17,127754,31775,34560,236985.84,106709,117863
cz,2026-01-31,136327,41128,40042,825041.54,111570,120187
la,2026-01-31,33268,10463,11596,50328.33,28271,30609
bd,2026-02-12,317419,52245,52957,253871.11,197728,294145
se,2026-02-12,162830,45642,40269,1239919.85,132469,148339
se,2025-09-09,156013,39954,34474,985245.57,118082,136312
pk,2025-10-03,932191,242726,250058,1061495.5,798111,831443
hk,2026-06-13,359412,96122,83787,1795065.06,328131,342296
kh,2026-05-07,107434,25239,27311,160322.95,95644,98150
hu,2026-03-04,121055,38355,35060,650715.21,103483,109442
sg,2026-03-30,253739,72379,68115,1330537.85,231216,233001
t3,2026-04-25,1932317,635970,413023,4083084.85,1813146,1861365
se,2026-02-23,145613,39863,35638,1074864.72,111788,131446
my,2025-12-05,960966,224350,244254,1539284.28,851141,892283
pk,2025-12-04,920580,251534,246765,1055568.54,822479,850411
my,2025-08-29,1018776,217234,243049,1514326.28,875516,918748
pk,2026-03-05,861705,217736,218147,1013252.65,706793,772712
hu,2026-03-05,130488,41092,37370,704684.34,111626,118018
no,2026-03-05,75888,17058,16110,613652.25,66465,69568
pk,2026-04-11,1219399,308327,305776,1419085.72,1023496,1107808
kh,2026-04-11,99152,28851,31613,202747.05,91227,94014
tw,2025-09-21,1610089,497180,544797,4716913.55,1475724,1524411
sg,2025-11-12,224358,64510,61677,1180530.7,204450,205893
kh,2026-06-29,121230,26740,27560,160095.72,97924,100339
no,2026-04-23,69600,17626,17080,663996.33,58555,60863
kh,2026-04-23,108790,27289,28714,161903.18,97049,99949
sg,2026-02-24,210196,54913,50924,1023820.83,194943,197443
la,2026-02-10,31410,9274,10287,41314.41,26545,29159
kh,2026-06-25,105878,25453,27472,163184.97,95107,97485
sg,2026-06-25,245130,72957,67448,1397678.3,226548,227757
hu,2025-10-30,119518,38111,34120,599828.78,100038,106201
sg,2025-10-30,231946,67162,64992,1264381.57,212472,213310
se,2026-06-26,214905,63968,54988,1674007.68,165807,202541
pk,2026-02-21,839166,182260,185078,872176.53,685814,742729
hu,2026-01-14,128812,38193,33258,610677.5,103089,117388
ph,2025-10-04,1363143,356084,404932,2664865.55,1147825,1261476
pk,2025-08-03,1001327,249154,249396,1071682.33,824572,872107
ph,2026-06-12,1392302,370161,405980,2651920.78,1202160,1286065
bd,2025-09-23,278727,62081,69537,275192.29,223942,251674
cz,2025-10-18,136816,42338,41576,824692.32,100727,113354
mm,2025-08-02,135001,34033,37826,229593.23,109865,117673
cz,2025-08-02,113392,33599,32537,625494.95,80459,89831
hu,2025-07-21,109563,31609,28881,489978.89,82604,90107
cz,2026-05-06,122991,38563,37979,702795.69,103011,109521
sg,2026-04-10,259857,80718,76506,1536960.68,240403,243548
bd,2025-12-31,345161,82623,91308,463064.29,282125,318750
pk,2025-12-31,1103089,269008,271377,1244655.79,879978,1009010
la,2026-02-22,36123,10260,11367,49628.52,28539,33526
t3,2026-05-31,2130595,601734,330254,3530445.94,1916382,2051788
se,2025-09-27,231150,70398,58773,1810200.03,178010,204950
no,2025-09-27,88466,22483,21094,796862.25,76588,81352
hu,2025-11-10,124780,37153,33897,590496.38,95021,105260
tw,2026-02-08,1533139,486243,525197,4490405.69,1416820,1470799
mm,2025-11-28,136956,32337,35775,219602.27,118228,123908
at,2025-12-20,112519,40369,33377,1086958.51,94428,101048
hu,2026-03-29,124366,36632,32779,646236.12,94330,111671
cz,2025-08-31,119887,36007,35293,666683.67,82345,96631
no,2026-05-17,102590,22636,20231,794323.55,79821,96094
ph,2025-08-30,1367985,342969,385425,2584906.43,1035807,1247398
mm,2026-06-24,139076,33558,36442,256337.65,116270,126749
ph,2025-11-13,1181666,318375,366071,2319672.5,1012947,1076333
my,2026-05-03,1107532,240882,270747,1778484.29,961638,1027610
hk,2026-05-03,439947,108961,94177,1925560.16,339681,420476
no,2025-11-27,83185,19921,18916,671748.67,73024,76580
tw,2025-08-05,1427800,420293,452439,3807364.35,1275585,1310735
kh,2025-08-05,137959,26725,29132,165541.25,116046,120265
at,2026-02-09,100212,35291,30768,912503.51,83002,89280
pk,2026-05-18,1041449,274768,270291,1238174.74,909791,939495
la,2025-07-23,36691,9097,10123,38974.79,30128,32225
se,2026-02-20,198930,61419,53139,1730790.88,166514,182479
sg,2025-10-06,227959,62216,60350,1193462.49,208126,209113
my,2025-07-27,1059664,217457,245536,1538149.42,903549,945408
t3,2026-04-08,1992526,641775,380947,3820316.62,1865170,1912039
mm,2026-03-12,132729,33329,37792,244224.55,113647,119749
ph,2025-09-28,1326901,347172,397042,2605737.53,1118720,1225496
tw,2025-11-01,1607277,481385,522474,4435731.51,1455362,1502419
no,2025-12-22,69199,16101,15927,608379.97,58819,63307
at,2025-08-07,94314,33566,28228,837416.29,74892,81257
ph,2025-11-15,1411076,370496,413929,2740711.86,1159396,1293778
kh,2025-07-26,130312,25849,28125,171200.14,104115,112882
bd,2026-01-25,251864,59541,64148,275647.75,214330,232103
no,2026-04-09,70329,14267,14019,543873.27,61482,64660
mm,2026-04-09,134909,33064,36312,249285.72,113318,123423
cz,2025-07-29,109947,33057,32384,562298.62,84701,91764
kh,2026-03-24,108707,24779,27056,153599.67,95973,98514
t3,2026-05-12,1961138,624533,397045,3803639.23,1834696,1887189
no,2026-05-12,71027,17393,16347,649544.3,62393,65904
cz,2025-07-15,122972,37192,36688,638313.32,95549,103414
mm,2025-07-15,120445,28675,33448,193601.12,98670,102426
t3,2026-04-05,2138055,657024,382674,4196875.68,1988121,2056167
pk,2026-04-05,1187635,314833,316262,1472579.98,1018281,1072936
at,2025-10-22,99381,32737,25521,753902.31,77395,82860
t3,2025-08-21,1802061,611399,387354,3590650.06,1617962,1694557
hk,2025-12-24,331426,80055,66277,1508561.73,306154,313694
pk,2025-11-17,860319,224351,221358,925673.79,736637,768530
t3,2026-02-19,1677825,482224,306422,3125539.42,1545333,1607313
ph,2025-09-01,1365323,318325,355124,2206434.25,1070016,1247141
ph,2025-10-25,1331506,363791,406319,2630169.06,1146367,1227487
hk,2025-10-25,344570,95272,82162,1679755.58,315019,323800
cz,2026-01-08,129478,40664,40261,736322.03,106728,113929
mm,2026-01-08,110616,29233,32213,195459.52,96967,101058
mm,2025-07-17,127465,31890,36298,213610.63,102928,108456
cz,2025-07-02,113721,34170,33770,585053.97,88368,95237
hk,2026-04-03,331393,90236,81854,1662410.59,305610,314364
kh,2025-08-23,141818,25814,29375,178744.69,118845,122696
tw,2025-09-30,1269936,399957,431995,3449425.29,1167968,1188093
cz,2026-06-06,120051,37156,35922,736859.53,96655,108390
ph,2026-06-06,1379548,366574,401151,2591598.44,1171889,1258729
t3,2026-03-22,2315339,630398,344460,3891943.27,1954391,2226285
kh,2025-09-19,157565,29635,32472,202145.74,132483,138866
tw,2026-05-11,1177896,381803,412589,3247672.84,1101424,1115044
no,2025-12-12,98161,27684,26111,986470.33,86933,91559
se,2026-05-25,184584,49677,43891,1305410.9,138894,173219
bd,2026-02-16,268919,62402,66930,300399.82,223742,244437
hu,2026-02-16,124775,36128,32765,573127.27,102282,113048
no,2026-05-10,121107,33718,31168,1240208.28,107244,114526
hk,2026-04-30,341968,84339,66401,1371462.09,315975,321061
se,2025-11-19,165140,46754,39390,1154378.31,130190,146699
no,2025-08-22,89098,21306,19732,735123.1,75684,80866
la,2025-09-18,33960,9276,10258,39277.88,29496,30924
at,2026-04-19,142504,50238,41457,1277085.3,124199,130733
bd,2026-04-19,293996,68811,74237,323173.15,244045,266962
no,2025-12-26,85753,19195,18443,684465.72,68847,79964
t3,2026-06-07,2131481,650365,384671,4122089.28,1967926,2054867
my,2026-02-02,938772,226442,254346,1647564.22,852140,882011
pk,2025-07-19,948958,227592,231508,975957.58,789072,832789
my,2025-07-19,1033773,216790,249520,1556435.52,887759,922316
ph,2026-04-01,1324278,350188,388481,2508186.23,1144601,1222507
mm,2025-07-05,126610,31315,36413,216664.79,102626,107985
hu,2026-02-13,146278,47283,42669,831135.19,123790,132803
bd,2025-07-18,312353,66382,71831,326808.94,221512,278363
bd,2025-12-14,252732,62416,67863,291579.41,206460,228506
cz,2026-01-07,126187,38534,38122,693357.07,103938,111022
at,2026-02-28,114492,38670,32091,1050323.66,96280,103253
pk,2026-03-21,1135764,236716,238792,1172459.38,878466,1026520
kh,2026-06-05,113303,25186,27376,162673.75,99665,102754
bd,2025-12-28,259470,62406,67789,292239.83,209342,233223
se,2026-06-30,173557,46110,40535,1177634.45,130858,161850
no,2025-10-01,72665,17009,15953,557362,61072,65711
la,2025-07-07,36580,9030,10179,39258.15,29326,31187
hu,2025-11-22,137523,39383,33245,663522.81,107319,124727
cz,2025-10-11,133569,41476,40673,804152.28,105421,116337
hu,2025-10-11,132777,40312,35062,695356.12,106407,119174
sg,2025-08-28,218022,64676,63469,1222124.64,196023,196661
no,2026-04-27,66705,15146,14652,572358.95,58440,61669
kh,2026-04-27,107554,25035,27275,155429.83,95208,98277
mm,2025-12-17,124770,29496,32492,198770.61,108884,113247
hk,2025-09-20,391652,95525,83379,1757489.31,347852,371700
sg,2025-11-21,232738,68730,66195,1319376.13,215435,216101
hk,2026-04-28,308083,78884,62686,1222860.14,284058,289514
kh,2026-05-20,115318,26929,28879,165372.7,102958,105508
no,2026-05-20,78155,19362,18233,719330.59,69069,72852
cz,2026-02-26,126015,39229,39005,707234.59,104805,111239
no,2026-02-26,74596,18925,18030,687963.5,65637,68876
ph,2026-01-30,1282783,351510,384795,2474117.75,1120778,1201563
hk,2025-10-28,304494,79024,62677,1240884.39,274332,281610
at,2026-01-19,98408,33903,29510,884211.3,81521,87478
hk,2026-01-05,283893,77198,60482,1175703.05,262077,267915
tw,2026-04-29,1246890,389405,420684,3237789.25,1152387,1186584
tw,2025-12-02,1277779,407783,435130,3413589.67,1187185,1201279
no,2026-06-17,93151,22367,20833,814073.3,79504,88669
la,2026-02-12,32266,9599,10533,43246.86,27214,29897
cz,2025-09-09,114577,34189,33782,588144.03,90556,97883
at,2025-11-20,109460,37299,31119,919573.35,92087,97739
my,2025-11-20,1004877,212555,236953,1480246.2,889537,921979
hu,2025-10-03,138921,45573,40591,757978.21,108074,117123
